feature_set,model,segment,segment_value,rows,mae,rmse,mean_error,target_mean,prediction_mean
replication_11_safe_recent_starter,hist_gradient_boosting,minutes_bucket,0-5,2312,7.107806264982308,8.306716944959108,-6.950586549064078,1.9526816608996542,8.903268209963732
replication_11_safe_recent_starter,hist_gradient_boosting,minutes_bucket,5-15,4413,6.580170501370124,8.331340928273303,-4.5324773444629844,8.482256968048947,13.014734312511932
replication_11_safe_recent_starter,hist_gradient_boosting,minutes_bucket,15-25,7502,7.144559058172023,9.05080112052258,-0.6660567338368275,17.866009064249532,18.532065798086364
replication_11_safe_recent_starter,hist_gradient_boosting,minutes_bucket,25-35,8491,8.365482068508168,10.595513377003543,2.454418420302014,29.60623012601578,27.151811705713765
replication_11_safe_recent_starter,hist_gradient_boosting,minutes_bucket,35+,3444,9.997934979177849,12.859371659254466,6.508474334969202,40.92331591173055,34.41484157676135
replication_11_safe_recent_starter,ridge,minutes_bucket,0-5,2312,7.074933775016378,8.591329589756823,-6.805958189188676,1.9526816608996542,8.758639850088331
replication_11_safe_recent_starter,ridge,minutes_bucket,5-15,4413,6.766406615811608,8.563453928742199,-4.691417178395279,8.482256968048947,13.173674146444226
replication_11_safe_recent_starter,ridge,minutes_bucket,15-25,7502,7.1945731923074,9.082711204916617,-0.9458454896418488,17.866009064249532,18.811854553891383
replication_11_safe_recent_starter,ridge,minutes_bucket,25-35,8491,8.35864436746643,10.592733565534726,2.2986696330389353,29.60623012601578,27.307560492976844
replication_11_safe_recent_starter,ridge,minutes_bucket,35+,3444,9.930534947965874,12.760839352302565,6.242267407571935,40.92331591173055,34.6810485041586
replication_11_safe,hist_gradient_boosting,fp_bucket,<=10,6577,7.779324429213458,9.40493431310677,-7.602162162850575,4.478181541736354,12.08034370458693
replication_11_safe,hist_gradient_boosting,fp_bucket,10-20,6560,5.8615072493341245,7.642356643219194,-3.053014900304057,15.038429878048781,18.091444778352837
replication_11_safe,hist_gradient_boosting,fp_bucket,20-30,5894,6.79847340979735,8.383429698627038,1.8962967806556703,24.833067526297928,22.93677074564226
replication_11_safe,hist_gradient_boosting,fp_bucket,30-40,3932,8.567221731517549,10.636164807357693,5.618071345564078,34.54371820956257,28.925646863998484
replication_11_safe,hist_gradient_boosting,fp_bucket,40-50,2034,10.722835610985982,13.206933342929467,9.52362480402032,44.51612586037364,34.992501056353326
replication_11_safe,hist_gradient_boosting,fp_bucket,50+,1165,16.874680567785568,19.36378005422424,16.634708675166568,57.906523605150205,41.27181492998365
replication_11_safe,ridge,fp_bucket,<=10,6577,7.924074188741975,9.673932106533181,-7.634786433198598,4.478181541736354,12.11296797493495
replication_11_safe,ridge,fp_bucket,10-20,6560,6.034276852773365,7.7810812654944215,-3.2460631392152415,15.038429878048781,18.28449301726402
replication_11_safe,ridge,fp_bucket,20-30,5894,6.691584896338425,8.300340722343584,1.693707592831294,24.833067526297928,23.139359933466636
replication_11_safe,ridge,fp_bucket,30-40,3932,8.434276596121803,10.49142826507461,5.442575930858887,34.54371820956257,29.101142278703676
replication_11_safe,ridge,fp_bucket,40-50,2034,10.630971008918117,13.094025431717967,9.479418246034593,44.51612586037364,35.03670761433905
replication_11_safe,ridge,fp_bucket,50+,1165,16.824431692171736,19.26473146763682,16.648534667502553,57.906523605150205,41.25798893764767
replication_11_safe_recent_starter,hist_gradient_boosting,fp_bucket,<=10,6577,7.793180731303011,9.403575760630764,-7.624833283653534,4.478181541736354,12.103014825389888
replication_11_safe_recent_starter,hist_gradient_boosting,fp_bucket,10-20,6560,5.826171096445597,7.599558428704695,-3.0388743304239956,15.038429878048781,18.077304208472775
replication_11_safe_recent_starter,hist_gradient_boosting,fp_bucket,20-30,5894,6.791894554324717,8.35791371969301,1.9053157641594314,24.833067526297928,22.927751762138495
replication_11_safe_recent_starter,hist_gradient_boosting,fp_bucket,30-40,3932,8.533250433353166,10.596746565275946,5.637845671882999,34.54371820956257,28.905872537679564
replication_11_safe_recent_starter,hist_gradient_boosting,fp_bucket,40-50,2034,10.70440198918375,13.161565454180199,9.552414731138764,44.51612586037364,34.96371112923489
replication_11_safe_recent_starter,hist_gradient_boosting,fp_bucket,50+,1165,16.911472925309923,19.369787252587514,16.689535134642032,57.906523605150205,41.21698847050818
replication_11_safe_recent_starter,ridge,fp_bucket,<=10,6577,7.925851177098185,9.673202846081777,-7.644397807014617,4.478181541736354,12.12257934875097
replication_11_safe_recent_starter,ridge,fp_bucket,10-20,6560,6.041060274027533,7.79907062950928,-3.256332943509962,15.038429878048781,18.29476282155874
replication_11_safe_recent_starter,ridge,fp_bucket,20-30,5894,6.714426420425449,8.323048216270758,1.6480316289915584,24.833067526297928,23.18503589730637
replication_11_safe_recent_starter,ridge,fp_bucket,30-40,3932,8.417704470422615,10.472498559020352,5.360509108281774,34.54371820956257,29.183209101280788
replication_11_safe_recent_starter,ridge,fp_bucket,40-50,2034,10.545438915510221,13.01653497694485,9.368409282240327,44.51612586037364,35.14771657813333
replication_11_safe_recent_starter,ridge,fp_bucket,50+,1165,16.72511108482751,19.17004611616732,16.54457027630822,57.906523605150205,41.361953328841985
