feature_set,model,n_features,train_rows,validation_rows,fit_predict_seconds,mae,rmse,r2,mean_error,median_absolute_error
replication_11_safe_recent_starter,hist_gradient_boosting,11,76937,26162,1.163,7.817988642824836,9.975004516803118,0.5525058766678708,0.083606611750751,6.46053671795026
replication_11_safe,hist_gradient_boosting,11,76937,26162,1.218,7.829748220566356,9.998768921996977,0.5503711208667051,0.07607674959200468,6.482080559601406
replication_11_safe_recent_starter,ridge,11,76937,26162,0.124,7.849747689666559,10.020065074409686,0.5484537723628882,-0.09624491243576175,6.490994397485348
replication_11_safe,ridge,11,76937,26162,0.132,7.856017391714639,10.03139748442964,0.5474318227830959,-0.055369002830041196,6.501903397360888
