feature,train_missing_rate,train_abs_target_corr,train_target_corr,train_non_missing_rows
team_pace_std_30,0.3381727907248788,0.004860412613889204,-0.004860412613889204,50919
team_score_roll_10,0.3381727907248788,0.004855803834728242,0.004855803834728242,50919
opp_pos_player_count_z_5_vs_30,0.3486878874923639,0.004853985806907652,-0.004853985806907652,50110
team_pace_z_10_vs_30,0.3381727907248788,0.004794470461727509,-0.004794470461727509,50919
opp_pos_player_count_momentum_10_vs_30,0.34243601908054644,0.004754469551494201,-0.004754469551494201,50591
pos_opp_difficulty_roll_3,0.34243601908054644,0.004734857128814445,0.004734857128814445,50591
team_threePointersPercentage_roll_10,0.3381727907248788,0.004727189200387769,0.004727189200387769,50919
team_points_allowed_roll_30,0.3381727907248788,0.00471318517240568,-0.00471318517240568,50919
team_reboundsTotal_momentum_10_vs_30,0.3381727907248788,0.004706462378600512,-0.004706462378600512,50919
team_win_z_5_vs_30,0.3381727907248788,0.004693018051145583,-0.004693018051145583,50919
team_trueShootingPercentage_z_5_vs_30,0.3381727907248788,0.0046420495907680765,0.0046420495907680765,50919
team_turnovers_roll_30,0.3381727907248788,0.004635900970530707,-0.004635900970530707,50919
team_offensiveRating_roll_30,0.3381727907248788,0.004615230306050869,0.004615230306050869,50919
