feature,train_missing_rate,train_abs_target_corr,train_target_corr,train_non_missing_rows
team_pointsFromTurnovers_z_10_vs_30,0.3473881227497823,0.004604942183075784,-0.004604942183075784,50210
opp_pos_fp_allowed_momentum_5_vs_10,0.34243601908054644,0.004522311371222389,0.004522311371222389,50591
team_turnovers_z_5_vs_30,0.3381727907248788,0.004465773303506169,-0.004465773303506169,50919
opp_win_z_5_vs_30,0.3381727907248788,0.004424957323808782,0.004424957323808782,50919
team_trueShootingPercentage_roll_30,0.3381727907248788,0.0043626266990868,-0.0043626266990868,50919
team_pointsFromTurnovers_roll_10,0.34272196732391436,0.004329955667958746,-0.004329955667958746,50569
team_reboundsTotal_z_5_vs_30,0.3381727907248788,0.004300487463883044,-0.004300487463883044,50919
team_reboundsTotal_z_10_vs_30,0.3381727907248788,0.004278383641849558,-0.004278383641849558,50919
team_score_roll_5,0.3381727907248788,0.004275894296500305,0.004275894296500305,50919
team_defensiveRating_momentum_5_vs_10,0.3381727907248788,0.0041524531904130555,0.0041524531904130555,50919
team_pointsSecondChance_roll_5,0.34272196732391436,0.004124727127521881,0.004124727127521881,50569
opp_trueShootingPercentage_allowed_roll_10,0.3381727907248788,0.004117922603005559,-0.004117922603005559,50919
team_score_z_10_vs_30,0.3381727907248788,0.004089002314578911,0.004089002314578911,50919
opp_pos_fp_allowed_momentum_3_vs_10,0.34243601908054644,0.004004077373384353,0.004004077373384353,50591
team_points_allowed_momentum_5_vs_10,0.3381727907248788,0.003983371409861986,0.003983371409861986,50919
team_defensiveRating_roll_10,0.3381727907248788,0.0038269582358078503,0.0038269582358078503,50919
team_blocks_roll_30,0.3381727907248788,0.003745053598641111,0.003745053598641111,50919
team_score_momentum_10_vs_30,0.3381727907248788,0.0037172707925407257,0.0037172707925407257,50919
team_blocks_std_30,0.3381727907248788,0.0036553169061842214,-0.0036553169061842214,50919
opp_pointsFromTurnovers_allowed_z_5_vs_30,0.3381727907248788,0.003644211980111079,0.003644211980111079,50919
opp_assists_allowed_z_5_vs_30,0.3381727907248788,0.0035845359088573915,0.0035845359088573915,50919
opp_effectiveFieldGoalPercentage_allowed_z_5_vs_30,0.3381727907248788,0.0035642433062087063,0.0035642433062087063,50919
opp_rebounds_allowed_z_5_vs_30,0.3381727907248788,0.003543184519956345,0.003543184519956345,50919
opp_points_allowed_std_30,0.3381727907248788,0.0035166304116998944,-0.0035166304116998944,50919
opp_rebounds_allowed_momentum_10_vs_30,0.3381727907248788,0.003399795835989509,-0.003399795835989509,50919
team_blocks_z_5_vs_30,0.3381727907248788,0.00336690611688168,-0.00336690611688168,50919
team_score_roll_30,0.3381727907248788,0.003278363856538117,0.003278363856538117,50919
opp_win_momentum_10_vs_30,0.3381727907248788,0.003251226931900857,0.003251226931900857,50919
opp_pace_momentum_5_vs_10,0.3381727907248788,0.003249438278034901,0.003249438278034901,50919
opp_win_momentum_5_vs_10,0.3381727907248788,0.003210810560782142,0.003210810560782142,50919
opp_pos_fp_allowed_z_5_vs_30,0.34659526625680753,0.003103181653825419,0.003103181653825419,50271
team_pointsSecondChance_momentum_10_vs_30,0.34272196732391436,0.0030976343515520567,0.0030976343515520567,50569
team_win_roll_10,0.3381727907248788,0.003089548681106944,0.003089548681106944,50919
team_points_allowed_roll_5,0.3381727907248788,0.00301300292075168,0.00301300292075168,50919
opp_win_z_10_vs_30,0.3381727907248788,0.0029654112868014097,0.0029654112868014097,50919
opp_blocks_momentum_5_vs_10,0.3381727907248788,0.002917381505692923,-0.002917381505692923,50919
team_pointsFromTurnovers_roll_5,0.34272196732391436,0.0028683953008053265,-0.0028683953008053265,50569
team_steals_roll_30,0.3381727907248788,0.0028623990096273383,0.0028623990096273383,50919
team_steals_momentum_10_vs_30,0.3381727907248788,0.002849976590807481,-0.002849976590807481,50919
team_score_z_5_vs_30,0.3381727907248788,0.0028324095979732956,0.0028324095979732956,50919
opp_pace_std_30,0.3381727907248788,0.00280423068806411,0.00280423068806411,50919
team_pointsSecondChance_z_10_vs_30,0.3468032286156206,0.002803063968238598,0.002803063968238598,50255
team_pointsInThePaint_momentum_5_vs_10,0.34272196732391436,0.002800730322269806,-0.002800730322269806,50569
team_pointsFromTurnovers_std_30,0.3468032286156206,0.002727215746881507,-0.002727215746881507,50255
opp_rebounds_allowed_z_10_vs_30,0.3381727907248788,0.0026946310564499873,-0.0026946310564499873,50919
opp_blocks_std_30,0.3381727907248788,0.0026377850460494214,-0.0026377850460494214,50919
opp_pointsInThePaint_allowed_z_10_vs_30,0.3381727907248788,0.0025810581520333974,0.0025810581520333974,50919
team_pace_roll_5,0.3381727907248788,0.002508973034650415,-0.002508973034650415,50919
team_assists_roll_5,0.3381727907248788,0.0024858905445228506,0.0024858905445228506,50919
team_steals_z_10_vs_30,0.3381727907248788,0.0024668324886152793,-0.0024668324886152793,50919
team_assists_z_5_vs_30,0.3381727907248788,0.002462313764146558,0.002462313764146558,50919
team_assists_z_10_vs_30,0.3381727907248788,0.0024611821059710285,0.0024611821059710285,50919
opp_pointsInThePaint_allowed_momentum_10_vs_30,0.3381727907248788,0.0024557091247471106,0.0024557091247471106,50919
team_pointsFastBreak_z_5_vs_30,0.3469721980321562,0.002442021568290364,0.002442021568290364,50242
team_reboundsTotal_momentum_5_vs_10,0.3381727907248788,0.002385140867802685,-0.002385140867802685,50919
team_pointsInThePaint_roll_10,0.34272196732391436,0.002362824286911576,0.002362824286911576,50569
team_assists_std_30,0.3381727907248788,0.002358610577923369,-0.002358610577923369,50919
team_assists_momentum_10_vs_30,0.3381727907248788,0.0023290025471412843,0.0023290025471412843,50919
team_pace_momentum_5_vs_10,0.3381727907248788,0.0022198207949984325,0.0022198207949984325,50919
team_effectiveFieldGoalPercentage_momentum_5_vs_10,0.3381727907248788,0.0022103085852115826,0.0022103085852115826,50919
opp_rebounds_allowed_roll_5,0.3381727907248788,0.002195170240533604,-0.002195170240533604,50919
team_pointsFastBreak_momentum_10_vs_30,0.34272196732391436,0.002167667908709623,0.002167667908709623,50569
opp_pos_player_count_momentum_5_vs_10,0.34243601908054644,0.00210074697043527,-0.00210074697043527,50591
opp_pointsFastBreak_allowed_momentum_5_vs_10,0.3381727907248788,0.0021006791945634012,0.0021006791945634012,50919
team_pointsInThePaint_roll_30,0.3424100237856948,0.0020793416698738167,0.0020793416698738167,50593
team_steals_z_5_vs_30,0.3381727907248788,0.00205431557745503,-0.00205431557745503,50919
opp_pointsSecondChance_allowed_z_5_vs_30,0.3381727907248788,0.002049920405534018,-0.002049920405534018,50919
opp_pos_fp_allowed_per_player_z_10_vs_30,0.34659526625680753,0.0020317610536621615,0.0020317610536621615,50271
opp_effectiveFieldGoalPercentage_allowed_momentum_5_vs_10,0.3381727907248788,0.00201489921894903,-0.00201489921894903,50919
opp_pace_z_5_vs_30,0.3381727907248788,0.001995578611576092,0.001995578611576092,50919
team_threePointersPercentage_roll_30,0.3381727907248788,0.001969183104727232,-0.001969183104727232,50919
opp_points_allowed_momentum_5_vs_10,0.3381727907248788,0.0019309177692914167,0.0019309177692914167,50919
team_pointsFastBreak_momentum_5_vs_10,0.34272196732391436,0.0019212253178169645,0.0019212253178169645,50569
opp_effectiveFieldGoalPercentage_allowed_std_30,0.3381727907248788,0.0019072825577750373,0.0019072825577750373,50919
team_assists_momentum_5_vs_10,0.3381727907248788,0.0018292364262237903,0.0018292364262237903,50919
team_defensiveRating_std_30,0.3381727907248788,0.0017436887619249118,-0.0017436887619249118,50919
team_pointsFromTurnovers_z_5_vs_30,0.3473881227497823,0.0017396215199707436,-0.0017396215199707436,50210
team_pace_roll_30,0.3381727907248788,0.0017232075705118871,-0.0017232075705118871,50919
opp_fp_allowed_momentum_5_vs_10,0.34272196732391436,0.0017199603756666987,0.0017199603756666987,50569
opp_pointsFastBreak_allowed_z_5_vs_30,0.3381727907248788,0.001652317710383413,0.001652317710383413,50919
team_blocks_momentum_5_vs_10,0.3381727907248788,0.0015457997409776148,0.0015457997409776148,50919
team_win_momentum_10_vs_30,0.3381727907248788,0.0015405454232630435,-0.0015405454232630435,50919
team_pace_z_5_vs_30,0.3381727907248788,0.0015307525861556286,-0.0015307525861556286,50919
team_pointsInThePaint_z_10_vs_30,0.34711517215384013,0.0014712393501192787,0.0014712393501192787,50231
team_pointsFastBreak_std_30,0.3468032286156206,0.0014527034135106503,0.0014527034135106503,50255
team_effectiveFieldGoalPercentage_roll_5,0.3381727907248788,0.0014138788384523459,0.0014138788384523459,50919
team_pointsSecondChance_momentum_5_vs_10,0.34272196732391436,0.001378801776897996,-0.001378801776897996,50569
opp_pointsSecondChance_allowed_momentum_5_vs_10,0.3381727907248788,0.0013386373755673096,-0.0013386373755673096,50919
opp_pos_minutes_allowed_momentum_5_vs_10,0.34243601908054644,0.0012857022490205235,0.0012857022490205235,50591
opp_trueShootingPercentage_allowed_std_30,0.3381727907248788,0.0012313968005704132,-0.0012313968005704132,50919
team_trueShootingPercentage_roll_5,0.3381727907248788,0.001186308936383558,0.001186308936383558,50919
team_trueShootingPercentage_momentum_5_vs_10,0.3381727907248788,0.0011623010588597874,0.0011623010588597874,50919
team_pointsSecondChance_z_5_vs_30,0.3468032286156206,0.0011564655600046158,0.0011564655600046158,50255
team_win_z_10_vs_30,0.3381727907248788,0.0011543016319866374,-0.0011543016319866374,50919
opp_pointsSecondChance_allowed_z_10_vs_30,0.3381727907248788,0.0011224186641032423,-0.0011224186641032423,50919
team_steals_momentum_5_vs_10,0.3381727907248788,0.0011072697118519677,-0.0011072697118519677,50919
team_offensiveRating_std_30,0.3381727907248788,0.0010796170188965232,-0.0010796170188965232,50919
team_pointsFromTurnovers_roll_30,0.3424100237856948,0.0010413316897397889,-0.0010413316897397889,50593
team_pointsInThePaint_momentum_10_vs_30,0.34272196732391436,0.0010247905508621738,0.0010247905508621738,50569
opp_fp_allowed_std_30,0.3467382403784915,0.0010241076324831871,0.0010241076324831871,50260
opp_assists_allowed_z_10_vs_30,0.3381727907248788,0.0010138086372212874,-0.0010138086372212874,50919
team_pointsFromTurnovers_momentum_5_vs_10,0.34272196732391436,0.0010108541284060087,0.0010108541284060087,50569
team_blocks_roll_10,0.3381727907248788,0.000978969121429502,-0.000978969121429502,50919
opp_pointsFastBreak_allowed_momentum_10_vs_30,0.3381727907248788,0.0009357114758890504,0.0009357114758890504,50919
team_points_allowed_roll_10,0.3381727907248788,0.0009340836298701457,0.0009340836298701457,50919
team_pointsFastBreak_z_10_vs_30,0.3469721980321562,0.0009017862366429886,0.0009017862366429886,50242
opp_turnovers_forced_momentum_10_vs_30,0.3381727907248788,0.0008480497047514878,-0.0008480497047514878,50919
opp_steals_momentum_5_vs_10,0.3381727907248788,0.0007992153353609832,-0.0007992153353609832,50919
team_steals_std_30,0.3381727907248788,0.0007784888293453498,0.0007784888293453498,50919
opp_pointsFromTurnovers_allowed_momentum_5_vs_10,0.3381727907248788,0.0007142245075375446,0.0007142245075375446,50919
team_win_roll_5,0.3381727907248788,0.0006886545284489049,-0.0006886545284489049,50919
opp_assists_allowed_momentum_10_vs_30,0.3381727907248788,0.0006672538488180721,-0.0006672538488180721,50919
opp_turnovers_forced_z_10_vs_30,0.3381727907248788,0.0006489289989397586,-0.0006489289989397586,50919
team_assists_roll_30,0.3381727907248788,0.0006433427201087488,0.0006433427201087488,50919
team_trueShootingPercentage_roll_10,0.3381727907248788,0.0006221216582339093,0.0006221216582339093,50919
opp_steals_std_30,0.3381727907248788,0.0006153906436913146,0.0006153906436913146,50919
opp_pos_fp_allowed_momentum_10_vs_30,0.34243601908054644,0.0006103277571227091,0.0006103277571227091,50591
team_steals_roll_5,0.3381727907248788,0.0005705258841779582,-0.0005705258841779582,50919
team_pointsInThePaint_roll_5,0.34272196732391436,0.000566262755921195,0.000566262755921195,50569
opp_pos_minutes_allowed_z_10_vs_30,0.34664725684651077,0.0005637286614103467,-0.0005637286614103467,50267
opp_pos_fp_allowed_per_player_momentum_10_vs_30,0.34243601908054644,0.0005139281522566017,0.0005139281522566017,50591
team_score_momentum_5_vs_10,0.3381727907248788,0.00046725701299949536,0.00046725701299949536,50919
team_pointsInThePaint_z_5_vs_30,0.34711517215384013,0.0004305709953650984,-0.0004305709953650984,50231
team_effectiveFieldGoalPercentage_std_30,0.3381727907248788,0.0004236852329549605,-0.0004236852329549605,50919
opp_turnovers_forced_momentum_5_vs_10,0.3381727907248788,0.0004151737769774549,0.0004151737769774549,50919
team_offensiveRating_momentum_5_vs_10,0.3381727907248788,0.0004098662243806768,0.0004098662243806768,50919
team_turnovers_momentum_5_vs_10,0.3381727907248788,0.00036522515120030407,-0.00036522515120030407,50919
opp_defensiveRating_momentum_5_vs_10,0.3381727907248788,0.00033478316550674065,0.00033478316550674065,50919
opp_pointsFastBreak_allowed_z_10_vs_30,0.3381727907248788,0.00032747776375554406,-0.00032747776375554406,50919
opp_turnovers_forced_z_5_vs_30,0.3381727907248788,0.0002907173947530455,-0.0002907173947530455,50919
opp_blocks_roll_30,0.3381727907248788,0.00023438044825843416,-0.00023438044825843416,50919
team_pointsInThePaint_std_30,0.3468032286156206,0.00021301751135554837,-0.00021301751135554837,50255
opp_pace_z_10_vs_30,0.3381727907248788,0.0001971392230127751,-0.0001971392230127751,50919
team_steals_roll_10,0.3381727907248788,0.00014971250554025113,0.00014971250554025113,50919
opp_trueShootingPercentage_allowed_roll_5,0.3381727907248788,0.000147029982668933,-0.000147029982668933,50919
opp_pos_fp_allowed_z_10_vs_30,0.34659526625680753,0.00012068654028914971,0.00012068654028914971,50271
team_effectiveFieldGoalPercentage_roll_10,0.3381727907248788,0.00011937115573382444,0.00011937115573382444,50919
opp_pointsSecondChance_allowed_momentum_10_vs_30,0.3381727907248788,0.00011781935036730847,-0.00011781935036730847,50919
team_blocks_roll_5,0.3381727907248788,8.75979774943055e-05,8.75979774943055e-05,50919
opp_pos_minutes_allowed_z_5_vs_30,0.34664725684651077,7.455384904578516e-05,-7.455384904578516e-05,50267
opp_pos_minutes_allowed_momentum_10_vs_30,0.34243601908054644,4.928832627483528e-06,4.928832627483528e-06,50591
opp_pace_momentum_10_vs_30,0.3381727907248788,1.3230126771293112e-06,1.3230126771293112e-06,50919
opp_pos_starter_count_momentum_5_vs_10,0.34243601908054644,,,50591
opp_pos_starter_count_momentum_10_vs_30,0.34243601908054644,,,50591
opp_pos_starter_count_std_30,0.34659526625680753,,,50271
