anomaly_variant,source_feature_set,n_input_features,contamination,n_estimators,train_rows_fit,validation_rows_transformed,test_rows_used,uses_direct_starter_minutes,uses_target,input_features
pre_lineup_anomaly,pre_lineup_player_team_opp,484,0.05,200,76937,26162,0,False,False,"home, heightInches, bodyWeightLbs, guard, forward, center, years_since_draft, days_since_last_game, is_back_to_back, fantasy_points_roll_3, fantasy_points_roll_5, fantasy_points_roll_10, fantasy_points_roll_30, fantasy_points_std_30, fantasy_points_momentum_5_vs_10, fantasy_points_momentum_3_vs_10, fantasy_points_momentum_10_vs_30, fantasy_points_z_5_vs_30, fantasy_points_z_10_vs_30, current_is_starter_roll_5, current_is_starter_roll_10, current_is_starter_roll_30, current_is_starter_momentum_5_vs_10, current_is_starter_momentum_10_vs_30, starter_minutes_roll_3, starter_minutes_roll_5, starter_minutes_roll_10, starter_minutes_roll_30, starter_minutes_std_30, starter_minutes_momentum_5_vs_10, starter_minutes_momentum_3_vs_10, starter_minutes_momentum_10_vs_30, starter_minutes_z_5_vs_30, starter_minutes_z_10_vs_30, bench_minutes_roll_5, bench_minutes_roll_10, bench_minutes_roll_30, bench_minutes_std_30, bench_minutes_momentum_5_vs_10, bench_minutes_momentum_10_vs_30, bench_minutes_z_5_vs_30, bench_minutes_z_10_vs_30, numMinutes_roll_3, numMinutes_roll_5, numMinutes_roll_10, numMinutes_roll_30, numMinutes_std_30, numMinutes_momentum_5_vs_10, numMinutes_momentum_3_vs_10, numMinutes_momentum_10_vs_30, numMinutes_z_5_vs_30, numMinutes_z_10_vs_30, points_roll_5, points_roll_10, points_roll_30, points_std_30, points_momentum_5_vs_10, points_momentum_10_vs_30, points_z_5_vs_30, points_z_10_vs_30, reboundsTotal_roll_5, reboundsTotal_roll_10, reboundsTotal_roll_30, reboundsTotal_std_30, reboundsTotal_momentum_5_vs_10, reboundsTotal_momentum_10_vs_30, reboundsTotal_z_5_vs_30, reboundsTotal_z_10_vs_30, assists_roll_5, assists_roll_10, assists_roll_30, assists_std_30, assists_momentum_5_vs_10, assists_momentum_10_vs_30, assists_z_5_vs_30, assists_z_10_vs_30, steals_roll_5, steals_roll_10, steals_roll_30, steals_std_30, steals_momentum_5_vs_10, steals_momentum_10_vs_30, blocks_roll_5, blocks_roll_10, blocks_roll_30, blocks_std_30, blocks_momentum_5_vs_10, blocks_momentum_10_vs_30, turnovers_roll_5, turnovers_roll_10, turnovers_roll_30, turnovers_std_30, turnovers_momentum_5_vs_10, turnovers_momentum_10_vs_30, usagePercentage_roll_3, usagePercentage_roll_5, usagePercentage_roll_10, usagePercentage_roll_30, usagePercentage_std_30, usagePercentage_momentum_5_vs_10, usagePercentage_momentum_3_vs_10, usagePercentage_momentum_10_vs_30, usagePercentage_z_5_vs_30, usagePercentage_z_10_vs_30, trueShootingPercentage_roll_5, trueShootingPercentage_roll_10, trueShootingPercentage_roll_30, trueShootingPercentage_std_30, trueShootingPercentage_momentum_5_vs_10, trueShootingPercentage_momentum_10_vs_30, trueShootingPercentage_z_5_vs_30, trueShootingPercentage_z_10_vs_30, effectiveFieldGoalPercentage_roll_5, effectiveFieldGoalPercentage_roll_10, effectiveFieldGoalPercentage_roll_30, effectiveFieldGoalPercentage_std_30, effectiveFieldGoalPercentage_momentum_5_vs_10, effectiveFieldGoalPercentage_momentum_10_vs_30, effectiveFieldGoalPercentage_z_5_vs_30, effectiveFieldGoalPercentage_z_10_vs_30, freeThrowsPercentage_roll_5, freeThrowsPercentage_roll_10, freeThrowsPercentage_roll_30, freeThrowsPercentage_std_30, freeThrowsPercentage_momentum_5_vs_10, freeThrowsPercentage_momentum_10_vs_30, playerImpactEstimate_roll_5, playerImpactEstimate_roll_10, playerImpactEstimate_roll_30, playerImpactEstimate_std_30, playerImpactEstimate_momentum_5_vs_10, playerImpactEstimate_momentum_10_vs_30, playerImpactEstimate_z_5_vs_30, playerImpactEstimate_z_10_vs_30, offensiveRating_roll_5, offensiveRating_roll_10, offensiveRating_roll_30, offensiveRating_std_30, offensiveRating_momentum_5_vs_10, offensiveRating_momentum_10_vs_30, offensiveRating_z_5_vs_30, offensiveRating_z_10_vs_30, defensiveRating_roll_5, defensiveRating_roll_10, defensiveRating_roll_30, defensiveRating_std_30, defensiveRating_momentum_5_vs_10, defensiveRating_momentum_10_vs_30, defensiveRating_z_5_vs_30, defensiveRating_z_10_vs_30, pace_roll_5, pace_roll_10, pace_roll_30, pace_std_30, pace_momentum_5_vs_10, pace_momentum_10_vs_30, pace_z_5_vs_30, pace_z_10_vs_30, starter_minutes_share_roll_3, starter_minutes_share_roll_5, starter_minutes_share_roll_10, starter_minutes_share_roll_30, team_win_roll_5, team_win_roll_10, team_win_roll_30, team_win_std_30, team_win_momentum_5_vs_10, team_win_momentum_10_vs_30, team_win_z_5_vs_30, team_win_z_10_vs_30, team_score_roll_5, team_score_roll_10, team_score_roll_30, team_score_std_30, team_score_momentum_5_vs_10, team_score_momentum_10_vs_30, team_score_z_5_vs_30, team_score_z_10_vs_30, team_points_allowed_roll_5, team_points_allowed_roll_10, team_points_allowed_roll_30, team_points_allowed_std_30, team_points_allowed_momentum_5_vs_10, team_points_allowed_momentum_10_vs_30, team_points_allowed_z_5_vs_30, team_points_allowed_z_10_vs_30, team_pace_roll_5, team_pace_roll_10, team_pace_roll_30, team_pace_std_30, team_pace_momentum_5_vs_10, team_pace_momentum_10_vs_30, team_pace_z_5_vs_30, team_pace_z_10_vs_30, team_offensiveRating_roll_5, team_offensiveRating_roll_10, team_offensiveRating_roll_30, team_offensiveRating_std_30, team_offensiveRating_momentum_5_vs_10, team_offensiveRating_momentum_10_vs_30, team_offensiveRating_z_5_vs_30, team_offensiveRating_z_10_vs_30, team_defensiveRating_roll_5, team_defensiveRating_roll_10, team_defensiveRating_roll_30, team_defensiveRating_std_30, team_defensiveRating_momentum_5_vs_10, team_defensiveRating_momentum_10_vs_30, team_defensiveRating_z_5_vs_30, team_defensiveRating_z_10_vs_30, team_threePointersPercentage_roll_5, team_threePointersPercentage_roll_10, team_threePointersPercentage_roll_30, team_threePointersPercentage_std_30, team_threePointersPercentage_momentum_5_vs_10, team_threePointersPercentage_momentum_10_vs_30, team_threePointersPercentage_z_5_vs_30, team_threePointersPercentage_z_10_vs_30, team_effectiveFieldGoalPercentage_roll_5, team_effectiveFieldGoalPercentage_roll_10, team_effectiveFieldGoalPercentage_roll_30, team_effectiveFieldGoalPercentage_std_30, team_effectiveFieldGoalPercentage_momentum_5_vs_10, team_effectiveFieldGoalPercentage_momentum_10_vs_30, team_effectiveFieldGoalPercentage_z_5_vs_30, team_effectiveFieldGoalPercentage_z_10_vs_30, team_trueShootingPercentage_roll_5, team_trueShootingPercentage_roll_10, team_trueShootingPercentage_roll_30, team_trueShootingPercentage_std_30, team_trueShootingPercentage_momentum_5_vs_10, team_trueShootingPercentage_momentum_10_vs_30, team_trueShootingPercentage_z_5_vs_30, team_trueShootingPercentage_z_10_vs_30, team_assists_roll_5, team_assists_roll_10, team_assists_roll_30, team_assists_std_30, team_assists_momentum_5_vs_10, team_assists_momentum_10_vs_30, team_assists_z_5_vs_30, team_assists_z_10_vs_30, team_reboundsTotal_roll_5, team_reboundsTotal_roll_10, team_reboundsTotal_roll_30, team_reboundsTotal_std_30, team_reboundsTotal_momentum_5_vs_10, team_reboundsTotal_momentum_10_vs_30, team_reboundsTotal_z_5_vs_30, team_reboundsTotal_z_10_vs_30, team_steals_roll_5, team_steals_roll_10, team_steals_roll_30, team_steals_std_30, team_steals_momentum_5_vs_10, team_steals_momentum_10_vs_30, team_steals_z_5_vs_30, team_steals_z_10_vs_30, team_blocks_roll_5, team_blocks_roll_10, team_blocks_roll_30, team_blocks_std_30, team_blocks_momentum_5_vs_10, team_blocks_momentum_10_vs_30, team_blocks_z_5_vs_30, team_blocks_z_10_vs_30, team_turnovers_roll_5, team_turnovers_roll_10, team_turnovers_roll_30, team_turnovers_std_30, team_turnovers_momentum_5_vs_10, team_turnovers_momentum_10_vs_30, team_turnovers_z_5_vs_30, team_turnovers_z_10_vs_30, team_pointsInThePaint_roll_5, team_pointsInThePaint_roll_10, team_pointsInThePaint_roll_30, team_pointsInThePaint_std_30, team_pointsInThePaint_momentum_5_vs_10, team_pointsInThePaint_momentum_10_vs_30, team_pointsInThePaint_z_5_vs_30, team_pointsInThePaint_z_10_vs_30, team_pointsFastBreak_roll_5, team_pointsFastBreak_roll_10, team_pointsFastBreak_roll_30, team_pointsFastBreak_std_30, team_pointsFastBreak_momentum_5_vs_10, team_pointsFastBreak_momentum_10_vs_30, team_pointsFastBreak_z_5_vs_30, team_pointsFastBreak_z_10_vs_30, team_pointsSecondChance_roll_5, team_pointsSecondChance_roll_10, team_pointsSecondChance_roll_30, team_pointsSecondChance_std_30, team_pointsSecondChance_momentum_5_vs_10, team_pointsSecondChance_momentum_10_vs_30, team_pointsSecondChance_z_5_vs_30, team_pointsSecondChance_z_10_vs_30, team_pointsFromTurnovers_roll_5, team_pointsFromTurnovers_roll_10, team_pointsFromTurnovers_roll_30, team_pointsFromTurnovers_std_30, team_pointsFromTurnovers_momentum_5_vs_10, team_pointsFromTurnovers_momentum_10_vs_30, team_pointsFromTurnovers_z_5_vs_30, team_pointsFromTurnovers_z_10_vs_30, opp_win_roll_5, opp_win_roll_10, opp_win_roll_30, opp_win_std_30, opp_win_momentum_5_vs_10, opp_win_momentum_10_vs_30, opp_win_z_5_vs_30, opp_win_z_10_vs_30, opp_points_allowed_roll_5, opp_points_allowed_roll_10, opp_points_allowed_roll_30, opp_points_allowed_std_30, opp_points_allowed_momentum_5_vs_10, opp_points_allowed_momentum_10_vs_30, opp_points_allowed_z_5_vs_30, opp_points_allowed_z_10_vs_30, opp_pace_roll_5, opp_pace_roll_10, opp_pace_roll_30, opp_pace_std_30, opp_pace_momentum_5_vs_10, opp_pace_momentum_10_vs_30, opp_pace_z_5_vs_30, opp_pace_z_10_vs_30, opp_defensiveRating_roll_5, opp_defensiveRating_roll_10, opp_defensiveRating_roll_30, opp_defensiveRating_std_30, opp_defensiveRating_momentum_5_vs_10, opp_defensiveRating_momentum_10_vs_30, opp_defensiveRating_z_5_vs_30, opp_defensiveRating_z_10_vs_30, opp_effectiveFieldGoalPercentage_allowed_roll_5, opp_effectiveFieldGoalPercentage_allowed_roll_10, opp_effectiveFieldGoalPercentage_allowed_roll_30, opp_effectiveFieldGoalPercentage_allowed_std_30, opp_effectiveFieldGoalPercentage_allowed_momentum_5_vs_10, opp_effectiveFieldGoalPercentage_allowed_momentum_10_vs_30, opp_effectiveFieldGoalPercentage_allowed_z_5_vs_30, opp_effectiveFieldGoalPercentage_allowed_z_10_vs_30, opp_trueShootingPercentage_allowed_roll_5, opp_trueShootingPercentage_allowed_roll_10, opp_trueShootingPercentage_allowed_roll_30, opp_trueShootingPercentage_allowed_std_30, opp_trueShootingPercentage_allowed_momentum_5_vs_10, opp_trueShootingPercentage_allowed_momentum_10_vs_30, opp_trueShootingPercentage_allowed_z_5_vs_30, opp_trueShootingPercentage_allowed_z_10_vs_30, opp_rebounds_allowed_roll_5, opp_rebounds_allowed_roll_10, opp_rebounds_allowed_roll_30, opp_rebounds_allowed_std_30, opp_rebounds_allowed_momentum_5_vs_10, opp_rebounds_allowed_momentum_10_vs_30, opp_rebounds_allowed_z_5_vs_30, opp_rebounds_allowed_z_10_vs_30, opp_assists_allowed_roll_5, opp_assists_allowed_roll_10, opp_assists_allowed_roll_30, opp_assists_allowed_std_30, opp_assists_allowed_momentum_5_vs_10, opp_assists_allowed_momentum_10_vs_30, opp_assists_allowed_z_5_vs_30, opp_assists_allowed_z_10_vs_30, opp_steals_roll_5, opp_steals_roll_10, opp_steals_roll_30, opp_steals_std_30, opp_steals_momentum_5_vs_10, opp_steals_momentum_10_vs_30, opp_steals_z_5_vs_30, opp_steals_z_10_vs_30, opp_blocks_roll_5, opp_blocks_roll_10, opp_blocks_roll_30, opp_blocks_std_30, opp_blocks_momentum_5_vs_10, opp_blocks_momentum_10_vs_30, opp_blocks_z_5_vs_30, opp_blocks_z_10_vs_30, opp_turnovers_forced_roll_5, opp_turnovers_forced_roll_10, opp_turnovers_forced_roll_30, opp_turnovers_forced_std_30, opp_turnovers_forced_momentum_5_vs_10, opp_turnovers_forced_momentum_10_vs_30, opp_turnovers_forced_z_5_vs_30, opp_turnovers_forced_z_10_vs_30, opp_fp_allowed_roll_5, opp_fp_allowed_roll_10, opp_fp_allowed_roll_30, opp_fp_allowed_std_30, opp_fp_allowed_momentum_5_vs_10, opp_fp_allowed_momentum_10_vs_30, opp_fp_allowed_z_5_vs_30, opp_fp_allowed_z_10_vs_30, opp_pointsInThePaint_allowed_roll_5, opp_pointsInThePaint_allowed_roll_10, opp_pointsInThePaint_allowed_roll_30, opp_pointsInThePaint_allowed_std_30, opp_pointsInThePaint_allowed_momentum_5_vs_10, opp_pointsInThePaint_allowed_momentum_10_vs_30, opp_pointsInThePaint_allowed_z_5_vs_30, opp_pointsInThePaint_allowed_z_10_vs_30, opp_pointsFastBreak_allowed_roll_5, opp_pointsFastBreak_allowed_roll_10, opp_pointsFastBreak_allowed_roll_30, opp_pointsFastBreak_allowed_std_30, opp_pointsFastBreak_allowed_momentum_5_vs_10, opp_pointsFastBreak_allowed_momentum_10_vs_30, opp_pointsFastBreak_allowed_z_5_vs_30, opp_pointsFastBreak_allowed_z_10_vs_30, opp_pointsSecondChance_allowed_roll_5, opp_pointsSecondChance_allowed_roll_10, opp_pointsSecondChance_allowed_roll_30, opp_pointsSecondChance_allowed_std_30, opp_pointsSecondChance_allowed_momentum_5_vs_10, opp_pointsSecondChance_allowed_momentum_10_vs_30, opp_pointsSecondChance_allowed_z_5_vs_30, opp_pointsSecondChance_allowed_z_10_vs_30, opp_pointsFromTurnovers_allowed_roll_5, opp_pointsFromTurnovers_allowed_roll_10, opp_pointsFromTurnovers_allowed_roll_30, opp_pointsFromTurnovers_allowed_std_30, opp_pointsFromTurnovers_allowed_momentum_5_vs_10, opp_pointsFromTurnovers_allowed_momentum_10_vs_30, opp_pointsFromTurnovers_allowed_z_5_vs_30, opp_pointsFromTurnovers_allowed_z_10_vs_30, opp_pos_fp_allowed_roll_3, opp_pos_fp_allowed_roll_5, opp_pos_fp_allowed_roll_10, opp_pos_fp_allowed_roll_30, opp_pos_fp_allowed_std_30, opp_pos_fp_allowed_momentum_5_vs_10, opp_pos_fp_allowed_momentum_3_vs_10, opp_pos_fp_allowed_momentum_10_vs_30, opp_pos_fp_allowed_z_5_vs_30, opp_pos_fp_allowed_z_10_vs_30, opp_pos_fp_allowed_per_player_roll_3, opp_pos_fp_allowed_per_player_roll_5, opp_pos_fp_allowed_per_player_roll_10, opp_pos_fp_allowed_per_player_roll_30, opp_pos_fp_allowed_per_player_std_30, opp_pos_fp_allowed_per_player_momentum_5_vs_10, opp_pos_fp_allowed_per_player_momentum_3_vs_10, opp_pos_fp_allowed_per_player_momentum_10_vs_30, opp_pos_fp_allowed_per_player_z_5_vs_30, opp_pos_fp_allowed_per_player_z_10_vs_30, opp_pos_minutes_allowed_roll_5, opp_pos_minutes_allowed_roll_10, opp_pos_minutes_allowed_roll_30, opp_pos_minutes_allowed_std_30, opp_pos_minutes_allowed_momentum_5_vs_10, opp_pos_minutes_allowed_momentum_10_vs_30, opp_pos_minutes_allowed_z_5_vs_30, opp_pos_minutes_allowed_z_10_vs_30, opp_pos_player_count_roll_5, opp_pos_player_count_roll_10, opp_pos_player_count_roll_30, opp_pos_player_count_std_30, opp_pos_player_count_momentum_5_vs_10, opp_pos_player_count_momentum_10_vs_30, opp_pos_player_count_z_5_vs_30, opp_pos_player_count_z_10_vs_30, opp_pos_starter_count_roll_5, opp_pos_starter_count_roll_10, opp_pos_starter_count_roll_30, opp_pos_starter_count_std_30, opp_pos_starter_count_momentum_5_vs_10, opp_pos_starter_count_momentum_10_vs_30, pos_opp_difficulty_roll_3, pos_opp_difficulty_ratio_3, pos_opp_difficulty_roll_5, pos_opp_difficulty_ratio_5, pos_opp_difficulty_roll_10, pos_opp_difficulty_ratio_10, pos_opp_difficulty_roll_30, pos_opp_difficulty_ratio_30"
lineup_aware_anomaly,lineup_aware_starter_flag_roll10,11,0.05,200,76937,26162,0,False,False,"current_is_starter, home, days_since_last_game, is_back_to_back, fantasy_points_roll_10, numMinutes_roll_10, current_is_starter_roll_10, starter_minutes_roll_10, starter_minutes_share_roll_10, usagePercentage_roll_10, pos_opp_difficulty_roll_30"
